id,term,location,jobposition,department,agency,dateposted,link
20511,Full-time,"Springfield, MO",Image Science Services Senior,Intelligence Analysis,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1GtmW
21372,Full-Time,"Littleton, CA",HR Business Partner,Human Resources,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H3Kw
44565,Full-time,"Hawthorne, CA",Structural Welder (Tooling Production) - 2nd shift,Manufacturing and Production - Technicians and Trade Skills,SpaceX,05-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oPBZ0fw9&nl=0
11258,Full-time,"McGregor, TX","Instrumentation Technician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,03-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o3DI0fw8&nl=0
20512,Full-time,"Springfield, MO",Image Science Services Expert,Intelligence Analysis,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1Gtrg
21373,Full-Time,"Palo Alto, CA",Precision Mechanisms R&D Engineer,Mechanical Engineering,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H5kI
24835,Full-Time,"Littleton, CO","Guidance, Navigation and Controls Senior Staff Software Engineer",Software Engineering,Lockheed Martin,04-08-2015,http://www.applytracking.com/track.aspx/15el2
2712,Part-Time,"Sunnyvale, CA",College Student Tech (Intern),Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1B29W
298,Full-time,"Hawthorne, CA",Expeditor,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o2lZYfw4&nl=0
252,Full-time,"Hawthorne, CA","NDT R&D - Level II/III (UT Ultrasonics + PT, VT, MT)",Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oGwPZfwK&nl=0
36690,Full-time,"Hawthorne, CA",Manager of Planning and Fulfillment,Manufacturing and Production - Operations,SpaceX,04-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ok7W0fw7&nl=0
45265,Full-Time,"Annapolis Junction, MD",Bus Devel Analyst Sr Stf,Business Development,Lockheed Martin,05-01-2015,http://www.applytracking.com/track.aspx/yh7G
253,Full-time,"Hawthorne, CA",NDT - Level II (RT Radiographic Testing) - Shooter 1st Shift,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oi15Zfw7&nl=0
237,Full-time,"Hawthorne, CA",Product Validation Engineer,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oou90fwL&nl=0
18146,Full-time,"Hawthorne, CA",Lead Avionics Technician (Electro-Mechanical) - 2nd Shift,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5vM0fw6&nl=0
20513,Full-Time,"Aurora, CO",Systems Engineer,Systems Engineering: Other,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1GrzY
21374,Full-Time,"Palo Alto, CA",Mechanism Designer,Mechanical Engineering,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H5kw
24836,Full-Time,"Littleton, CO",Electronics Engineer Stf,Electronics Engineering,Lockheed Martin,04-08-2015,http://www.applytracking.com/track.aspx/1HRMc
3159,Full-time,"Hawthorne, CA",Material Handler (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-14-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oonG0fwb&nl=0
1512,Full-Time,"Littleton, CO",Manufacturing Engineer,Product Support,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1Cfdm
32,Intern,"Vandenberg, CA",Internship/Co-Op Summer 2015 (Vandenberg),College and University - Internships and Co-Ops,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opvPZfws&nl=0
465,Full-time,"Hawthorne, CA",Flight Software Engineer,Avionics - Software Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oItc0fw7&nl=0
40316,Full-time,"McGregor, TX","Business Intelligence Developer, Texas",Information Technology - Business Analysis,SpaceX,04-26-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozGX0fwW&nl=0
466,Full-time,"Hawthorne, CA",Senior Solar Array Reliability Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ovDj0fwb&nl=0
285,Full-time,"Hawthorne, CA",Over-Sized Transport Truck Driver,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ofLw0fwg&nl=0
11260,Full-time,"McGregor, TX","Electrician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,03-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oLEI0fwR&nl=0
15420,Full-Time,"Eglin Air Force Base, FL",Senior Mission Planner / IT Skills / F-35 / CSO / Flight Ops,Systems Engineering: Other,Lockheed Martin,03-28-2015,http://www.applytracking.com/track.aspx/1Fqf6
20514,Full-Time,"Nellis Air Force Base, NV",Senior Mission Planner / IT Skills / F-35 / CSO / Flight Ops / Nellis AFB,Systems Engineering: Other,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1Gsue
21375,Full-Time,"Palo Alto, CA",Electro-Mechanical Design Engineer,Software Engineering,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H5la
8885,Full-time,"Hawthorne, CA",CNC Lathe Machinist,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-21-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oGfJ0fwo&nl=0
286,Full-time,"Hawthorne, CA",MRP Planner,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oYvPZfw1&nl=0
2865,Full-Time,"Stennis Space Center, MS",Work Control - MAXIMO,Facilities,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1AUQs
24907,Full-time,"McGregor, TX","Automotive Maintenance Technician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,04-09-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oERN0fw2&nl=0
445,Full-time,"Hawthorne, CA",Instrumentation Manufacturing Engineer - Components,Avionics - Systems Integration,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJPvZfwM&nl=0
2735,Full-Time,"Littleton, CO",Senior RF Engineer for Spacecraft,RF Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11Bpq
2813,Full-Time,"Lufkin, TX",Inventory Planner / Controller Asc,Manufacturing,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/178t8
513,Full-time,"Seattle, WA",Antenna Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opz5ZfwM&nl=0
1507,Full-Time,"Sunnyvale, CA",Strategic Planner for Space Systems Business Development,Business Development,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/qFF6
262,Full-time,"Hawthorne, CA",NDT - Level II (Shearography) 1st Shift,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oOTQZfwg&nl=0
263,Full-time,"Hawthorne, CA",NDT - Level II (UT Immersion) - 2nd Shift,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oG6qZfwV&nl=0
48,Full-time,"Hawthorne, CA",Sr. RF Design Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oKKg0fwu&nl=0
499,Full-time,"Hawthorne, CA","Manufacturing Engineer, Avionics Systems Integration",Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oI9HYfwg&nl=0
501,Full-time,"Hawthorne, CA",Hardware Design Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDumYfwb&nl=0
32858,Full-time,"McGregor, TX","Test Technician (Structures and Integration), Texas",Unknown,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oqXV0fw2&nl=0
502,Full-time,"Seattle, WA","Lead Mechanical Engineer, Satellite Attitude Control System - Reaction Wheels",Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMKq0fwG&nl=0
504,Full-time,"Seattle, WA",DSP/Modem Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oxyNZfwB&nl=0
11261,Full-time,"McGregor, TX","Production Coordinator, Texas",Texas Rocket Development & Test - Operations,SpaceX,03-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oD5K0fwc&nl=0
12236,Full-time,"Hawthorne, CA",CNC Lathe Machinist,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9vK0fw8&nl=0
19853,Full-time,"Hawthorne, CA",Machine Maintenance Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-03-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o3KN0fwk&nl=0
21376,Full-Time,"Houston, TX",Systems Engineer Sr,Systems Engineering: Assembly/Integration and Test,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H2uA
33,Intern,"McGregor, TX","Internship/Co-op Fall 2015, Texas",College and University - Internships and Co-Ops,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8my0fwM&nl=0
34,Intern,"Hawthorne, CA",Internship/Co-Op Fall 2015 (Los Angeles),College and University - Internships and Co-Ops,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZcFZfwz&nl=0
35,Intern,"McGregor, TX","Internship/Co-op Summer 2015, Texas",College and University - Internships and Co-Ops,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oX9zZfwo&nl=0
36,Intern,"Cape Canaveral, FL",Internship/Co-Op Fall 2015 (Cape Canaveral),College and University - Internships and Co-Ops,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMkw0fwm&nl=0
116,Full-time,"Hawthorne, CA",Senior Dynamics Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJCuYfwx&nl=0
101,Full-time,"Hawthorne, CA",Structures Build Engineer (Composites),Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o4O90fwL&nl=0
103,Full-time,"Hawthorne, CA",Structures Designer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oe33Yfw2&nl=0
104,Full-time,"Hawthorne, CA",Build Specialist - F9,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ouUA0fwI&nl=0
105,Full-time,"Hawthorne, CA",Thermal Analyst,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o2bSZfwO&nl=0
106,Full-time,"Hawthorne, CA",Mechanical Designer - Payload Accommodations,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oXFnYfwH&nl=0
107,Full-time,"Hawthorne, CA",Structures Analyst,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oQggZfw5&nl=0
108,Full-time,"Hawthorne, CA",Senior NVH Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o0vOXfw0&nl=0
109,Full-time,"Hawthorne, CA",Manufacturing Specialist/Engineer (Fibersim),Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=omiBZfwY&nl=0
2738,Full-Time,"Littleton, CO",RF Principal Payload Hardware Engineer,RF Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11BpW
32859,Full-time,"McGregor, TX","Test Engineer, Texas",Unknown,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oNYV0fwq&nl=0
45268,Full-Time,"New Orleans, LA",Manufacturing Planner,Manufacturing,Lockheed Martin,05-01-2015,http://www.applytracking.com/track.aspx/1KzVU
24031,Full-time,"McGregor, TX","Facilities Manager, Texas",Texas Rocket Development & Test - Operations,SpaceX,04-08-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=otWR0fw0&nl=0
2736,Full-Time,"Orlando, FL",Software Engineer Stf,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BPFw
486,Full-time,"Hawthorne, CA",PCB CAD Librarian,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=obvb0fwB&nl=0
32860,Full-time,"McGregor, TX","Test Engineer, Texas",Unknown,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oeXV0fwQ&nl=0
31046,Full-Time,"Littleton, CA",Senior Systems Engineer – New Technology Products,Information Technology,Lockheed Martin,04-15-2015,http://www.applytracking.com/track.aspx/1IQeI
1523,Full-Time,"Littleton, CO",Systems Administrator,Information Technology,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1CUnM
222,Full-time,"Hawthorne, CA",Apprentice Fitter and Welder,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oTOo0fwP&nl=0
13927,Full-time,"Hawthorne, CA",Material Handler (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-27-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMWL0fwd&nl=0
12530,Full-time,"Hawthorne, CA",Avionics Systems Engineer (Commercial Crew),Avionics - Hardware Design,SpaceX,03-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=okuK0fwi&nl=0
15423,Full-Time,"Littleton, CO",Senior Category Manager,Program Management,Lockheed Martin,03-28-2015,http://www.applytracking.com/track.aspx/1FrdG
20517,Full-Time,"Edwards Air Force Base, CA",Senior Mission Planner / IT Skills / F-35 / CSO / Flight Ops / Edwards AFB,Systems Engineering: Other,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1GsuK
21378,Full-Time,"Palo Alto, CA",Mechanism Designer,Mechanical Engineering,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H5kc
24840,Full-Time,"Littleton, CO",Systems Engineer Mgr,Systems Engineering: Other,Lockheed Martin,04-08-2015,http://www.applytracking.com/track.aspx/1HS66
315,Full-time,"McGregor, TX","Manager, Manufacturing Engineering, Texas",Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJvPZfwM&nl=0
398,Full-time,"McGregor, TX","IT Operations Manager, Texas",Information Technology - Infrastructure Design and Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9Y90fw0&nl=0
32861,Full-time,"McGregor, TX","Software Engineer (LabVIEW), Texas",Unknown,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJWV0fwk&nl=0
31047,Full-Time,"Albuquerque, NM",Systems Engineer Sr Stf,Systems Engineering: System Architecture,Lockheed Martin,04-15-2015,http://www.applytracking.com/track.aspx/1ISQc
399,Full-time,"Hawthorne, CA",IT Network Engineer,Information Technology - Infrastructure Design and Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oczUYfwn&nl=0
415,Full-time,"Hawthorne, CA",Human Resources Representative,Corporate Operations - Human Resources and Office Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8VNZfwz&nl=0
45270,Full-Time,"Littleton, CO",Software Engineer,Systems Engineering: Software,Lockheed Martin,05-01-2015,http://www.applytracking.com/track.aspx/1L4Nu
35959,Full-time,"Seattle, WA",Sr. RF/Microwave Engineer,Avionics - Hardware Design,SpaceX,04-21-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oqyNZfwu&nl=0
32862,Full-time,"McGregor, TX","Metrology Technician, Texas",Unknown,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ow4V0fwf&nl=0
14075,Full-time,"Hawthorne, CA",Integration & Test Engineer (Falcon 9 - Launch Vehicle),Manufacturing and Production - Engineering,SpaceX,03-27-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ot9L0fw7&nl=0
23161,Full-time,"McGregor, TX","Quality Engineer, Texas",Unknown,SpaceX,04-07-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oOPQ0fwd&nl=0
31048,Task Order/IDIQ,"Herndon, VA",Environmental Health & Safety Engineer Senior ESH CSP,Environment Safety and Health,Lockheed Martin,04-15-2015,http://www.applytracking.com/track.aspx/1IZYO
42000,Full-time,"Hawthorne, CA",Manufacturing Engineer (Soft Goods),Manufacturing and Production - Engineering,SpaceX,04-28-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o43Y0fwP&nl=0
45271,Full-Time,"Littleton, CO",Software Engineer Sr,Software Engineering,Lockheed Martin,05-01-2015,http://www.applytracking.com/track.aspx/1L4HS
24842,Full-Time,"Littleton, CO",Software Engineer Asc,Systems Engineering: Software,Lockheed Martin,04-08-2015,http://www.applytracking.com/track.aspx/1HSY0
2652,Full-Time,"Nellis Air Force Base, NV",Systems Administrator Sr,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/aiYy
190,Full-time,"Hawthorne, CA",Structures Technician (Octaweb-2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o3IrYfwU&nl=0
2744,Full-Time,"Littleton, CO",Senior Satellite Communications System Engineer,RF Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11D2M
59,Full-time,"Hawthorne, CA",Sr. Power Systems Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o2sQZfw3&nl=0
189,Full-time,"Hawthorne, CA",Shipping and Receiving Clerk,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oUiv0fwr&nl=0
32863,Full-time,"McGregor, TX","Facilities Engineer, Texas",Unknown,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oC3V0fwk&nl=0
31049,Full-Time,"Littleton, CO",Sys Integratn/Test Eng Sr Mgr,Test Engineering,Lockheed Martin,04-15-2015,http://www.applytracking.com/track.aspx/1IauG
191,Full-time,"Hawthorne, CA",Propulsion Technician - Merlin,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9kB0fwO&nl=0
201,Full-time,"Hawthorne, CA",Integration Technician - Dragon,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oiyVZfwu&nl=0
21381,Full-Time,"Sunnyvale, CA",Strategic Planner,Business Development,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H3b4
3020,Full-time,"McGregor, TX","Crane Operator, Texas",Texas Rocket Development & Test - Operations,SpaceX,03-14-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oShG0fwz&nl=0
168,Full-time,"Hawthorne, CA",Build Engineer  - Propulsion Systems,Propulsion - Engine Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohXsZfwp&nl=0
2622,Full-Time,"Aberdeen Proving Ground, MD",Linux Systems Administrator,Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/wbLw
