id,term,location,jobposition,department,agency,dateposted,link
3485,Full-time,"Cape Canaveral, FL",Manufacturing Engineer (Ground Support Equipment),Launch and Test - Engineering Design and Development,SpaceX,03-14-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oCqG0fws&nl=0
302,Full-time,"Hawthorne, CA","Production Supervisor, Tube Fabrication",Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ogURZfwK&nl=0
308,Full-time,"Hawthorne, CA",Production Manager (F9 Vehicle),Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oExiZfwc&nl=0
309,Full-time,"Hawthorne, CA",Production Test Supervisor (2nd Shift),Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDsw0fwl&nl=0
448,Full-time,"Hawthorne, CA",Instrumentation Components Engineer,Avionics - Systems Integration,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oHPvZfwK&nl=0
2881,Part-Time,"Littleton, CO",Global Supply Chain Summer Intern - SSC at Littleton,Purchasing/Procurement,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1AX0O
202,Full-time,"Hawthorne, CA",Lead Structures Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJxVZfwU&nl=0
203,Full-time,"Hawthorne, CA",Lead Avionics Wire Harness Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ojYYZfwY&nl=0
204,Full-time,"Hawthorne, CA",Orbital Tube Welder (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=obnGXfwV&nl=0
38661,Full-time,"Seattle, WA",Avionics Engineer - Electric Propulsion,Avionics - Hardware Design,SpaceX,04-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oEfW0fwz&nl=0
13257,Full-time,"Hawthorne, CA","Launch Engineer, Fluid Systems",Launch and Test - Engineering Design and Development,SpaceX,03-26-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohPK0fwA&nl=0
8084,Full-time,"Hawthorne, CA",Avionics Integration Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-20-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZNI0fwe&nl=0
134,Full-time,"Cape Canaveral, FL","Senior Facilities Technician, Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=onEo0fw9&nl=0
135,Full-time,"Cape Canaveral, FL",Process Quality Engineer (Launch),Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oK4hZfwO&nl=0
2055,Full-time," Kent, Washington",Software Engineer,Engineering,Blue Origins,03-12-2015,http://newton.newtonsoftware.com/career/SubmitResume.action?id=8acf1691456a6cb00145711788dc07d8&source=Company%20Website
155,Full-time,"Hawthorne, CA",Spacecraft Pressure Vessel Build Engineer  - Dragon Propulsion,Propulsion - Engine Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o4TOZfwu&nl=0
167,Full-time,"Hawthorne, CA",Computational Physicist,Propulsion - Engine Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5dQZfwR&nl=0
410,Full-time,"Hawthorne, CA",Sr. Technical Recruiter - Software,Corporate Operations - Human Resources and Office Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oQ6n0fw3&nl=0
411,Full-time,"Hawthorne, CA",Sr. Technical Recruiter - Avionics,Corporate Operations - Human Resources and Office Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5S7YfwM&nl=0
512,Full-time,"Hawthorne, CA","Build Engineer, Instrumentation",Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oOijZfw8&nl=0
41539,Full-Time,"Atlanta, GA","Mbr Eng Staff / Java, C++ / SW Apps Dev / 2-5 Yrs Exp / Moorestown, NJ",Software Engineering,Lockheed Martin,04-27-2015,http://www.applytracking.com/track.aspx/1KN8m
36726,Full-time,"Hawthorne, CA",Manufacturing Engineer (Merlin Thrust Chamber Assembly - 1st Shift),Manufacturing and Production - Engineering,SpaceX,04-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=olbW0fwc&nl=0
44602,Full-time,"Hawthorne, CA",CNC VTL Machinist (R&D) - 2nd Shift,Manufacturing and Production - Technicians and Trade Skills,SpaceX,05-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o7hZ0fw7&nl=0
44748,Full-time,"Hawthorne, CA",Logistics Lead,Manufacturing and Production - Engineering,SpaceX,05-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o2AZ0fwl&nl=0
13258,Full-time,"Cape Canaveral, FL","Launch Engineer, Fluid Systems",Launch and Test - Engineering Design and Development,SpaceX,03-26-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJOK0fw1&nl=0
7939,Full-time,"McGregor, TX","Maintenance Technician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,03-20-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=olrm0fwS&nl=0
20750,Full-time,"Hawthorne, CA",Quality Inspector - F9,Manufacturing and Production - Quality Assurance,SpaceX,04-04-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oo8O0fw4&nl=0
409,Full-time,"McGregor, TX","Technical Recruiter, Texas",Corporate Operations - Human Resources and Office Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohESZfww&nl=0
442,Full-time,"Hawthorne, CA","Integration Engineer, Mechanical (Avionics)",Avionics - Systems Integration,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9LCYfwe&nl=0
118,Full-time,"Hawthorne, CA",Aerodynamics Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ovFEZfwx&nl=0
120,Full-time,"Vandenberg, CA","Vehicle Integration Engineer, Vandenberg",Rocket Launch Facility - Vandenberg,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o62YZfwP&nl=0
121,Full-time,"Hawthorne, CA",Environments Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o7ju0fwE&nl=0
122,Full-time,"Hawthorne, CA",Environments Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oyr0YfwH&nl=0
14913,Full-time,"Hawthorne, CA",Manufacturing Engineer (Dragon Propellant/Pressurant Tanks),Manufacturing and Production - Engineering,SpaceX,03-28-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oVsL0fwS&nl=0
483,Full-time,"Hawthorne, CA",PCB Designer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=odFRZfws&nl=0
288,Full-time,"Hawthorne, CA",Orbital Tube Welder - Dragon R&D,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oWyVZfw8&nl=0
289,Full-time,"Hawthorne, CA",Supplier Engineer - Composites,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMVu0fwV&nl=0
2626,Full-Time,"Littleton, CO",Software Engineer Asc,Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/wF7i
39252,Full-time,"Hawthorne, CA",Quality Technical Trainer - Avionics - Contracted Position,Manufacturing and Production - Quality Assurance,SpaceX,04-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opcX0fwi&nl=0
13117,Full-time,"Hawthorne, CA",Precision Inspection Supervisor (1st Shift),Manufacturing and Production - Quality Assurance,SpaceX,03-26-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozOK0fwR&nl=0
495,Full-time,"Hawthorne, CA",Lead Power Electronics Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ogGf0fwV&nl=0
496,Full-time,"Hawthorne, CA",Hardware Technical Project Lead,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oEsCZfwr&nl=0
497,Full-time,"Seattle, WA",Hardware Technical Project Lead,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oCyPZfwI&nl=0
461,Full-time,"Hawthorne, CA",Software Engineer in Test (Hardware/Software Integration),Avionics - Software Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o16LZfwB&nl=0
462,Full-time,"Hawthorne, CA",Software Engineer (Simulations),Avionics - Software Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oplsYfwU&nl=0
1054,Full-time,"McGregor, TX",Planner/Scheduler,Texas Rocket Development & Test - Engineering,SpaceX,03-11-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozsC0fwn&nl=0
1525,Full-Time,"Littleton, CO",Manufacturing Director,Manufacturing,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1CK8i
39399,Full-time,"Cape Canaveral, FL",Structural Welder,Launch and Test - Engineering Design and Development,SpaceX,04-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ocwW0fwo&nl=0
41546,Full-Time,"Dallas, TX","Mbr Eng Staff / Java, C++ / SW Apps Dev / 2-5 Yrs Exp / Moorestown, NJ",Software Engineering,Lockheed Martin,04-27-2015,http://www.applytracking.com/track.aspx/1KN6M
11119,Full-Time,"Gaithersburg, MD",Category Mgmt Stf,Purchasing/Procurement,Lockheed Martin,03-23-2015,http://www.applytracking.com/track.aspx/1F5jQ
2717,Full-Time,"Stennis Space Center, MS",Engineering Tech I (Elect),Technicians,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BBRe
2747,Full-Time,"Littleton, CO",Senior Staff Engineer for Satellite Communications,RF Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11CzS
142,Full-time,"Cape Canaveral, FL","Electrician, Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=omsGZfwd&nl=0
143,Full-time,"Cape Canaveral, FL","Electrical Engineer (Command, Control and Instrumentation), Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZZjZfw0&nl=0
144,Full-time,"Cape Canaveral, FL","Communication Systems Engineer, Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oKMk0fwA&nl=0
145,Full-time,"Cape Canaveral, FL","Avionics Integration Engineer, Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZrt0fwD&nl=0
6675,Full-time,"Hawthorne, CA",Technical Sourcer,Corporate Operations - Human Resources and Office Support,SpaceX,03-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oktH0fwe&nl=0
6530,Full-time,"Hawthorne, CA",Lead Product Validation Engineer,Manufacturing and Production - Leadership,SpaceX,03-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ovKF0fwE&nl=0
40132,Full-time,"Hawthorne, CA",Apprentice Avionics Wire Harness Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-26-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDZYZfwj&nl=0
41,Full-time,"Seattle, WA",Software Engineer,Avionics - Software Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ov2k0fwB&nl=0
43703,Full-time,"Hawthorne, CA",Surface Plate Inspector,Manufacturing and Production - Quality Assurance,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=og2X0fwZ&nl=0
2719,Full-Time,"Stennis Space Center, MS",Engineering Tech I (Elect),Technicians,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BBSI
9774,Full-time,"Hawthorne, CA",Environmental Health and Safety Director,Manufacturing and Production - Quality Assurance,SpaceX,03-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o1gJ0fwK&nl=0
31298,Full-time,"Hawthorne, CA",Apprentice Structures Technician - Dragon,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-16-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJST0fwe&nl=0
26126,Full-time,"Hawthorne, CA",Mechanical Engineer - Launch Engineering,Launch and Test - Engineering Design and Development,SpaceX,04-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oX1S0fwA&nl=0
43337,Full-Time,"Orlando, FL",GIS SW Engineer / Geospatial / Simulator Visual Elements / ,Software Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kd5K
24368,Full-time,"Hawthorne, CA",Fluid Systems Software Engineer,Launch and Test - Engineering Design and Development,SpaceX,04-08-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDgR0fwu&nl=0
216,Full-time,"Hawthorne, CA",CNC VTL Machinist (R&D) - 2nd Shift,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o0zQZfw8&nl=0
2715,Full-Time,"Boulder, CO",Subcontract Administrator Staff,Contracts,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1AyC2
65,Full-time,"McGregor, TX",Inventory Specialist,Texas Rocket Development & Test - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opdB0fwX&nl=0
74,Full-time,"McGregor, TX","Maintenance Engineer, Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oAdj0fwQ&nl=0
2831,Full-Time,"San Antonio, TX",Chief Financial Officer,Finance,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1C1Iy
44908,Full-time,"Hawthorne, CA",Avionics Test Engineer,Avionics - Hardware Design,SpaceX,05-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozBZ0fwT&nl=0
9924,Full-time,"Seattle, WA",Sr. Technical Recruiter (Software),Corporate Operations - Human Resources and Office Support,SpaceX,03-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=omjJ0fw8&nl=0
12285,Full-time,"Hawthorne, CA",TIG Welder - Merlin,Manufacturing and Production - Operations,SpaceX,03-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9nK0fw0&nl=0
6392,Full-time,"Hawthorne, CA",Environments Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohEH0fwm&nl=0
2042,Full-Time,"King George, VA",CAD/CAM Engineer,Systems Engineering: Other,Lockheed Martin,03-12-2015,http://www.applytracking.com/track.aspx/1DEdS
43,Full-time,"Seattle, WA",Security Architect,Avionics - Software Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o6Ar0fwR&nl=0
44,Full-time,"Hawthorne, CA",DevOps Engineer,Avionics - Software Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oQ6MZfwr&nl=0
45,Full-time,"Seattle, WA",System Network Architect,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o1Hf0fwH&nl=0
46,Full-time,"Seattle, WA",Lead Software Engineer,Avionics - Software Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oo2k0fwu&nl=0
43341,Full-Time,"Orlando, FL",Software Engineer Asc,Software Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kd8Y
20911,Full-time,"Cape Canaveral, FL",Corrosion Control Technician,Launch and Test - Engineering Design and Development,SpaceX,04-04-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oL5O0fwo&nl=0
13830,Full-time,"Hawthorne, CA",F9 Structural Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-27-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o6WL0fwx&nl=0
43342,Full-Time,"Orlando, FL",SW Engineer / Modeler / Simulator Visual Elements / ,Software Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kd5e
2654,Full-Time,"Littleton, CO",Sys Integratn/Test Eng Sr,Test Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/idnQ
2686,Full-Time,"Fort Worth, TX",Bus Devel Analyst Prin,Business Development,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/UcRu
2718,Full-time,"Hanover, MD",Senior Staff Software Engineer,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/jh3E
2833,Full-Time,"Littleton, CO",Senior Government Finance Analyst,Finance,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18CX8
192,Full-time,"Hawthorne, CA",Propulsion Technician - Components R&D,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oKyVZfwW&nl=0
193,Full-time,"Hawthorne, CA",Production Robotic Technician/Welder (Machine Minder),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oUOdZfwE&nl=0
194,Full-time,"Hawthorne, CA",Press Brake Operator (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oTow0fwx&nl=0
195,Full-time,"Hawthorne, CA",Structural Welder (Tooling Production) - 2nd shift,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ooslYfwT&nl=0
196,Full-time,"Hawthorne, CA",Machine Maintenance Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oHLh0fwt&nl=0
43343,Full-Time,"Orlando, FL",Software Engineer Asc,Software Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kd9C
9084,Full-time,"Hawthorne, CA","Recruiting Coordinator, Intern Program",Corporate Operations - Human Resources and Office Support,SpaceX,03-21-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=omtI0fwh&nl=0
9928,Full-time,"Seattle, WA",Sr. Technical Recruiter (Hardware),Corporate Operations - Human Resources and Office Support,SpaceX,03-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=onkJ0fwa&nl=0
43344,Full-Time,"Vandenberg Air Force Base, CA",Environmental Health & Safety Engineer Senior ESH SCAPE Propellant ,Environment Safety and Health,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kfra
32329,Full-time,"Cape Canaveral, FL",Mechanical Engineer - Launch Engineering,Launch and Test - Engineering Design and Development,SpaceX,04-17-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ogaU0fw4&nl=0
149,Full-time,"Hawthorne, CA","Experienced Multi-disciplinary Structural, Thermal, Fluids Analyst","Propulsion - Thermal, Fluids, and Structural Analysis",SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oTmLYfwI&nl=0
151,Full-time,"Hawthorne, CA",Valve Engineer,Propulsion - Engine Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oh8kZfws&nl=0
152,Full-time,"Cape Canaveral, FL","Director, Launch Operations",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oYgt0fwr&nl=0
153,Full-time,"Hawthorne, CA",Propulsion Structural Analyst (Dragon Systems),"Propulsion - Thermal, Fluids, and Structural Analysis",SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ot17Yfwj&nl=0
33059,Full-time,"Hawthorne, CA",Assembly Machinist Apprentice,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=osMU0fwS&nl=0
43346,Full-Time,"Sunnyvale, CA",Thermal Mechanical Engineer,Mechanical Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kg8W
12145,Full-time,"Hawthorne, CA",Dragon Dynamics Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oIvK0fwH&nl=0
23015,Full-time,"Oklahoma City, OK",Aeronautical Information Analyst - TERPS,Product Support,Lockheed Martin,04-06-2015,http://www.applytracking.com/track.aspx/1HGS0
23877,Full-Time,"Stennis Space Center, MS",Document Coordinator Senior,Administrative,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HGnm
43347,Full-Time,"Sunnyvale, CA",Systems Engineer Asc,Miscellaneous Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kg9U
506,Full-time,"Hawthorne, CA",Digital Communications Systems Manager,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oX5OZfwz&nl=0
37352,Full-time,"Hawthorne, CA",Structures Analyst,Structures - Dynamics Design and Analysis,SpaceX,04-23-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ofwW0fwr&nl=0
43348,Full-Time,"Sunnyvale, CA",Electronics Engineer Staff,Electronics Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1KiU0
42,Full-time,"Hawthorne, CA",Falcon Software Program Manager,Avionics - Software Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o1xs0fwK&nl=0
43349,Full-Time,"Orlando, FL",Software Engineer Asc,Software Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kd8s
43864,Full-time,"Hawthorne, CA",Spacecraft Recovery Operations Engineer,Launch and Test - Engineering Design and Development,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oLfZ0fwJ&nl=0
13636,Full-Time,"Cape Canaveral, FL",Sys Integratn/Test Eng Sr,Test Engineering,Lockheed Martin,03-26-2015,http://www.applytracking.com/track.aspx/1FYty
23880,Full-Time,"Stennis Space Center, MS",Engineering Technician I (Mechanical),Technicians,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HGoQ
24380,Full-time,"Hawthorne, CA",IT Systems Administrator - Teamcenter,Information Technology - Infrastructure Design and Support,SpaceX,04-08-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oTmR0fwQ&nl=0
39806,Full-Time,"Aberdeen Proving Ground, MD",HPC Technology Evaluation Expert,Information Technology,Lockheed Martin,04-25-2015,http://www.applytracking.com/track.aspx/1KEIi
2641,Full-time,"ARLINGTON, VA","Systems Administrator - Arlington, VA",Systems Engineering: System Architecture,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/daLY
36460,Full-time,"Hawthorne, CA",Structures Designer-Dragon,Structures - Mechanical Design and Development,SpaceX,04-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o7ZV0fwL&nl=0
13637,Full-time,"Rockville, MD",O&M Deputy Lead,Systems Engineering: Other,Lockheed Martin,03-26-2015,http://www.applytracking.com/track.aspx/1FUQ4
24381,Full-time,"Hawthorne, CA",IT Services Technician - II,Information Technology - Infrastructure Design and Support,SpaceX,04-08-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oTiBZfwv&nl=0
38927,Full-Time,"Littleton, CO","Senior Manager Diversity, Inclusion and EEO",Human Resources,Lockheed Martin,04-24-2015,http://www.applytracking.com/track.aspx/1K2vi
44628,Full-time,"Hawthorne, CA","Receiving Inspector, Avionics (2nd Shift)",Manufacturing and Production - Quality Assurance,SpaceX,05-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o65X0fwS&nl=0
6549,Full-time,"Hawthorne, CA",Technical Writer,Manufacturing and Production - Operations,SpaceX,03-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oYpG0fwN&nl=0
6695,Full-time,"Hawthorne, CA","Human Resources Manager, Engineering",Corporate Operations - Human Resources and Office Support,SpaceX,03-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=of9H0fwP&nl=0
38046,Full-Time,"Littleton, CO",Senior Satellite Communication Systems Engineer,RF Engineering,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/11D22
